"X.1","X","date_time_samp","site","plot_num","treatment","exclosure","paired","longitude","latitude","man_long","man_lat","barcode","siteX","treatmentX","exclosureX","pairedX","plot","cluster","clusterBC","plotBC","factorial","Date","hour","minute","time","season","notes_cluster","number","year","CT1","CT2","CT3","CT4","Ct_detects","positive","cluster_pair","Library_Name","Agaricomycetes","Agaricostilbomycetes","Archaeosporomycetes","Arthoniomycetes","Basidiobolomycetes","Chytridiomycetes","Cystobasidiomycetes","Dothideomycetes","Entorrhizomycetes","Eurotiomycetes","Exobasidiomycetes","Geminibasidiomycetes","Glomeromycetes","GS14","Lecanoromycetes","Leotiomycetes","Lobulomycetes","Microbotryomycetes","Monoblepharidomycetes","Mortierellomycetes","Mucoromycetes","Olpidiomycetes","Orbiliomycetes","Pezizomycetes","Pezizomycotina_cls_Incertae_sedis","Pucciniomycetes","Rhizophlyctidomycetes","Rhizophydiomycetes","Rozellomycotina_cls_Incertae_sedis","Saccharomycetes","Sordariomycetes","Spizellomycetes","Taphrinomycetes","Tremellomycetes","Umbelopsidomycetes","unidentified","Unknown","Ustilaginomycetes","Wallemiomycetes"
350,350,"4/21/21 11:54",0,4,1,0,1,-119.7249263,35.12218561,NA,NA,"AC04PE14","C","P","E",1,"C04","C04PE1","C04PE1","C04","PE","4/21/21 11:54",11,54,11.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C401","JTMR011EX",2099,39,0,2449,0,0,6,14591,0,6446,0,0,0,0,2,1992,0,5,0,0,42,0,47,545,6,8,0,0,0,30,22844,0,0,747,0,104,1469,0,0
351,351,"4/21/21 12:14",0,4,0,0,1,-119.724714,35.1218074,NA,NA,"AC04SE14","C","S","E",1,"C04","C04SE1","C04SE1","C04","SE","4/21/21 12:14",12,14,12.23333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C401","JTMR010AG",1529,0,0,138,0,3,0,39775,0,1176,0,0,112,0,0,1190,0,24,7,154,21,0,958,531,0,0,56,9,0,0,8375,117,0,580,0,128,1669,0,0
353,353,"4/21/21 13:45",0,10,1,0,1,-119.701476,35.11423216,NA,NA,"AC10PE14","C","P","E",1,"C10","C10PE1","C10PE1","C10","PE","4/21/21 13:45",13,45,13.75,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1001","JTMR011EP",261,0,0,64,0,0,0,28880,0,1798,0,0,10,0,0,10607,0,0,0,0,11,0,46,7656,0,0,15,0,0,0,6437,0,0,691,0,101,531,0,0
354,354,"4/21/21 13:54",0,10,0,0,1,-119.7014153,35.11426241,NA,NA,"AC10SE14","C","S","E",1,"C10","C10SE1","C10SE1","C10","SE","4/21/21 13:54",13,54,13.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1001","JTMR011BI",186,0,0,1131,0,0,6,22796,0,11941,0,6,54,0,0,345,0,0,0,0,55,0,227,11313,0,0,16,0,0,0,3606,112,0,500,0,22,1377,0,11
358,358,"4/21/21 16:54",1,1,1,0,1,-119.6693035,35.08245118,NA,NA,"AS01PE14","S","P","E",1,"S01","S01PE1","S01PE1","S01","PE","4/21/21 16:54",16,54,16.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S101","JTMR010DB",1060,17,0,336,0,31,60,25624,0,5780,0,0,0,0,8,1598,0,0,0,959,18,0,78,986,0,0,145,17,0,0,7321,214,7,5059,0,874,5822,6,3
359,359,"4/21/21 17:06",1,1,0,0,1,-119.6692839,35.08246879,NA,NA,"AS01SE14","S","S","E",1,"S01","S01SE1","S01SE1","S01","SE","4/21/21 17:06",17,6,17.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S101","JTMR010BM",938,0,0,368,0,0,0,16904,0,12854,0,7,909,0,0,994,0,0,9,300,99,10,282,942,39,0,0,5,0,0,15764,181,0,808,0,262,5989,0,0
360,360,"4/22/21 8:26",1,5,1,1,1,-119.6803809,35.08381932,NA,NA,"AS05PN14","S","P","N",1,"S05","S05PN1","S05PN1","S05","PN","4/22/21 8:26",8,26,8.433333333,"Spring",NA,NA,NA,NA,NA,NA,36.03,1,0,"S511","JTMR010BO",1529,0,3,348,0,11,4,27508,0,3704,0,4,115,0,0,2290,0,0,0,720,4,0,336,2873,0,0,5,15,0,0,10091,286,0,261,0,189,6047,0,0
361,361,"4/22/21 8:49",1,5,0,1,1,-119.6802974,35.08218187,NA,NA,"AS05SN14","S","S","N",1,"S05","S05SN1","S05SN1","S05","SN","4/22/21 8:49",8,49,8.816666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S511","JTMR010AQ",1509,0,0,993,0,22,8,20630,0,4937,0,0,627,0,0,1776,0,0,7,216,14,25,1586,2502,0,0,70,0,0,0,8209,300,23,602,0,99,3260,0,0
362,362,"4/22/21 9:05",1,5,0,0,1,-119.6807346,35.08221517,NA,NA,"AS05SE14","S","S","E",1,"S05","S05SE1","S05SE1","S05","SE","4/22/21 9:05",9,5,9.083333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S501","JTMR010EO",737,0,8,622,0,6,29,24145,0,6582,0,0,213,0,0,4093,0,0,8,393,11,22,266,2322,0,0,2,8,0,0,2554,153,0,938,0,143,4815,0,0
364,364,"4/22/21 9:56",1,2,1,0,1,-119.6743708,35.08460265,NA,NA,"AS02PE14","S","P","E",1,"S02","S02PE1","S02PE1","S02","PE","4/22/21 9:56",9,56,9.933333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S201","JTMR011W",390,0,0,6,0,0,0,23471,0,2532,0,0,10,0,0,16924,0,9,0,0,122,0,73,2611,0,0,40,0,0,0,12044,21,0,440,0,0,4372,0,0
365,365,"4/22/21 10:14",1,2,0,0,1,-119.6748002,35.08415087,NA,NA,"AS02SE14","S","S","E",1,"S02","S02SE1","S02SE1","S02","SE","4/22/21 10:14",10,14,10.23333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S201","JTMR011FG",355,0,0,269,0,0,0,21408,0,2671,0,0,182,0,0,7236,5,21,0,0,0,0,303,3048,0,0,4,0,0,0,4011,0,0,369,0,67,5544,0,0
377,377,"4/20/21 13:47",0,6,1,0,1,-119.7475458,35.11453835,NA,NA,"AC06PE14","C","P","E",1,"C06","C06PE1","C06PE1","C06","PE","4/20/21 13:47",13,47,13.78333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C601","JTMR011DF",29,0,0,3,0,0,0,63824,0,348,0,0,0,0,0,210,0,3,0,0,13,0,0,3954,0,0,3,0,0,0,918,0,0,461,0,34,405,0,0
378,378,"4/20/21 14:51",0,8,0,1,1,-119.729769,35.11306696,NA,NA,"AC08SN14","C","S","N",1,"C08","C08SN1","C08SN1","C08","SN","4/20/21 14:51",14,51,14.85,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C811","JTMR011BU",816,0,0,81,0,0,3,27007,0,1916,0,0,203,0,0,1781,0,10,0,0,0,0,833,2113,0,0,71,9,0,0,2485,0,0,490,0,145,1747,0,0
379,379,"4/20/21 15:55",0,7,1,1,1,-119.7328116,35.10880071,NA,NA,"AC07PN14","C","P","N",1,"C07","C07PN1","C07PN1","C07","PN","4/20/21 15:55",15,55,15.91666667,"Spring",NA,NA,NA,NA,39.53,NA,NA,1,0,"C711","JTMR010DV",761,0,0,10,0,0,5,27822,0,1511,0,0,26,0,0,2498,9,51,0,2123,112,0,97,5840,17,0,60,34,0,0,10996,387,0,1684,0,798,2856,0,0
381,381,"4/20/21 16:36",0,7,0,0,1,-119.7322485,35.10831569,NA,NA,"AC07SE14","C","S","E",1,"C07","C07SE1","C07SE1","C07","SE","4/20/21 16:36",16,36,16.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C701","JTMR010BE",916,0,0,2113,0,5,5,46141,0,4683,0,0,83,0,0,951,0,8,19,376,240,0,1348,3458,0,0,4,0,5,0,5799,418,0,1017,0,67,2381,0,0
383,383,"4/21/21 10:26",0,2,1,0,1,-119.7226224,35.13081797,NA,NA,"AC02PE14","C","P","E",1,"C02","C02PE1","C02PE1","C02","PE","4/21/21 10:26",10,26,10.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C201","JTMR010CL",2484,0,0,256,0,0,12,25517,0,2320,0,0,55,0,0,768,2,66,15,419,1336,13,513,3858,0,0,86,10,20,246,22218,117,0,638,0,222,1261,0,0
384,384,"4/21/21 11:22",0,4,1,1,1,-119.7242392,35.12222962,NA,NA,"AC04PN14","C","P","N",1,"C04","C04PN1","C04PN1","C04","PN","4/21/21 11:22",11,22,11.36666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C411","JTMR011EA",1191,0,0,20,0,11,7,49114,0,4945,0,0,18,0,0,861,0,23,0,0,47,0,25,8697,0,0,20,0,0,0,10196,77,0,1444,0,182,693,0,14
385,385,"4/21/21 11:30",0,4,0,1,1,-119.7242543,35.12227227,NA,NA,"AC04SN14","C","S","N",1,"C04","C04SN1","C04SN1","C04","SN","4/21/21 11:30",11,30,11.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C411","JTMR011FF",118,0,0,19,0,0,0,13916,0,912,0,0,43,0,0,740,0,0,0,0,7,0,106,612,0,0,0,0,0,0,31578,35,0,781,0,14,526,0,0
386,386,"4/21/21 13:09",0,10,1,1,1,-119.701232,35.11467272,NA,NA,"AC10PN14","C","P","N",1,"C10","C10PN1","C10PN1","C10","PN","4/21/21 13:09",13,9,13.15,"Spring",NA,NA,NA,36.34,38.99,37.41,39.96,4,1,"C1011","JTMR011BK",2573,0,0,28,0,0,0,29826,0,2596,0,0,4,0,0,795,0,70,0,0,13,0,63,5389,0,0,122,0,0,0,5620,39,0,477,0,26,4070,0,0
387,387,"4/21/21 13:18",0,10,0,1,1,-119.7012055,35.1145965,NA,NA,"AC10SN14","C","S","N",1,"C10","C10SN1","C10SN1","C10","SN","4/21/21 13:18",13,18,13.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1011","JTMR010CK",8619,0,0,0,0,14,0,23584,0,5150,100,0,33,0,0,1298,65,40,11,609,233,25,142,15388,0,0,177,33,14,0,10796,1465,0,740,0,1025,1930,0,0
391,391,"4/21/21 16:39",1,1,1,1,1,-119.6694763,35.08286182,NA,NA,"AS01PN14","S","P","N",1,"S01","S01PN1","S01PN1","S01","PN","4/21/21 16:39",16,39,16.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR011DJ",336,0,0,29,0,3,0,16474,0,15456,0,0,13,0,0,6034,0,0,0,0,23,0,0,1665,0,0,30,0,0,0,8714,29,0,411,0,10,2549,0,0
392,392,"4/21/21 16:49",1,1,0,1,1,-119.6695707,35.08290121,NA,NA,"AS01SN14","S","S","N",1,"S01","S01SN1","S01SN1","S01","SN","4/21/21 16:49",16,49,16.81666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR011AQ",1138,0,0,0,0,0,0,15228,0,7643,0,0,663,0,0,585,0,0,0,0,0,0,322,2143,0,0,46,0,0,0,14050,0,0,525,0,61,2517,0,0
394,394,"4/22/21 8:53",1,5,1,0,1,-119.6807534,35.08219474,NA,NA,"AS05PE14","S","P","E",1,"S05","S05PE1","S05PE1","S05","PE","4/22/21 8:53",8,53,8.883333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S501","JTMR010BR",476,0,0,0,0,49,0,14692,0,5362,0,0,37,0,0,546,0,16,0,504,182,7,475,453,0,0,223,4,2,0,20723,10,0,356,0,163,2301,0,0
395,395,"4/22/21 9:49",1,2,1,1,1,-119.6752519,35.08399229,NA,NA,"AS02SN14","S","P","N",1,"S02","S02PN1","S02SN1","S02","PN","4/22/21 9:49",9,49,9.816666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S211","JTMR010DM",376,0,0,34,0,0,8,20832,5,5660,0,11,13,0,0,2632,0,0,0,164,184,0,36,1826,11,0,30,0,0,2,6683,162,0,1488,0,103,2453,0,0
396,396,"4/22/21 9:55",1,2,0,1,1,-119.6753931,35.08397755,NA,NA,"AS02PN14","S","S","N",1,"S02","S02SN1","S02PN1","S02","SN","4/22/21 9:55",9,55,9.916666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S211","JTMR010AP",910,0,0,31,0,14,0,25656,38,9590,0,40,595,0,0,613,0,0,7,441,21,0,18,8369,0,0,5,16,0,0,1845,56,0,603,0,341,2668,0,0
401,401,"4/19/21 16:55",1,7,0,0,1,-119.6549475,35.08328973,NA,NA,"AS07SN15","S","S","E",1,"S07","S07SE1","S07SN1","S07","SE","4/19/21 16:55",16,55,16.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S701","JTMR011FC",1090,0,0,1467,0,0,0,22183,0,4057,0,0,883,0,0,2664,0,0,0,0,0,0,1369,1271,0,0,43,0,0,0,3319,0,0,971,0,16,8436,0,0
402,402,"4/19/21 17:05",1,7,1,0,1,-119.655221,35.06577047,NA,NA,"AS07PE15","S","P","E",1,"S07","S07PE1","S07PE1","S07","PE","4/19/21 17:05",17,5,17.08333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S701","JTMR011CB",476,0,0,441,0,0,9,33181,0,8799,0,0,31,0,0,3934,0,5,0,0,32,0,243,1138,0,0,824,15,0,0,10807,35,0,733,0,52,4336,0,0
403,403,"4/19/21 11:10",1,8,1,0,1,-119.6802852,35.05927597,NA,NA,"AS08PE15","S","P","E",1,"S08","S08PE1","S08PE1","S08","PE","4/19/21 11:10",11,10,11.16666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S801","JTMR010B",5859,0,0,13598,0,0,56,20597,0,4409,0,14,361,0,0,702,4,83,12,2122,127,18,248,3546,0,0,632,35,0,0,14509,464,0,1708,0,2972,3301,0,0
404,404,"4/19/21 11:39",1,8,0,0,1,-119.6800302,35.0587963,NA,NA,"AS08SE15","S","S","E",1,"S08","S08SE1","S08SE1","S08","SE","4/19/21 11:39",11,39,11.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S801","JTMR011F",814,0,0,436,0,0,0,68372,0,1922,0,0,487,0,0,359,3,0,0,0,58,0,163,1730,0,0,0,0,0,0,1343,0,0,526,0,15,981,0,0
406,406,"4/19/21 14:38",1,10,0,0,1,-119.480762,34.98586131,NA,NA,"AS10SE15","S","S","E",1,"S10","S10SE1","S10SE1","S10","SE","4/19/21 14:38",14,38,14.63333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1001","JTMR010DF",3437,0,0,471,0,0,0,20159,0,1426,0,0,82,0,0,15970,0,0,0,22,0,0,347,1661,0,0,15,11,0,0,11334,94,0,419,0,21,2190,16,0
409,409,"4/19/21 14:08",1,10,1,1,1,-119.6921527,35.06498,NA,NA,"AEX01","S","P","N",1,"S10","S10PN1","EX01","EX0","PN","4/19/21 14:08",14,8,14.13333333,"Spring",NA,NA,NA,39.58,38.38,NA,35.77,3,1,"S1011","JTMR011T",761,0,0,10,0,0,0,17148,0,21043,0,0,0,0,0,1529,0,0,0,0,5,0,26,1009,0,0,106,0,0,0,3927,70,0,407,0,20,960,0,37
410,410,"4/19/21 14:26",1,10,0,1,1,-119.6921896,35.06494627,NA,NA,"AS10SN15","S","S","N",1,"S10","S10SN1","S10SN1","S10","SN","4/19/21 14:26",14,26,14.43333333,"Spring",NA,NA,NA,34.3,35.34,35.08,36.19,4,1,"S1011","JTMR010DL",6363,0,0,178,0,36,0,45435,0,2165,0,0,288,0,0,6999,0,0,12,556,112,0,27,2909,0,0,97,33,0,0,2676,288,0,3635,0,304,1876,131,0
411,411,"4/19/21 12:34",1,9,1,1,1,-119.6857639,35.06167467,NA,NA,"AS09PN15","S","P","N",1,"S09","S09PN1","S09PN1","S09","PN","4/19/21 12:34",12,34,12.56666667,"Spring",NA,NA,NA,36.04,NA,37.23,35.81,3,1,"S911","JTMR011DE",2862,0,0,70,0,0,0,34301,0,4870,0,0,11,0,0,894,0,22,0,0,52,0,231,6486,0,0,129,0,0,0,7236,84,0,821,0,0,2176,0,0
412,412,"4/19/21 12:49",1,9,0,1,1,-119.6858767,35.06172396,NA,NA,"AS09SN15","S","S","N",1,"S09","S09SN1","S09SN1","S09","SN","4/19/21 12:49",12,49,12.81666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S911","JTMR010EW",864,0,0,9,0,7,0,21493,0,6380,0,0,703,0,0,317,4,0,25,316,0,0,1889,2010,0,0,0,15,0,0,10714,328,0,612,0,317,2573,0,0
413,413,"4/19/21 12:59",1,9,1,0,1,-119.6859942,35.06130704,NA,NA,"AS09PE15","S","P","E",1,"S09","S09PE1","S09PE1","S09","PE","4/19/21 12:59",12,59,12.98333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S901","JTMR010CE",1446,0,0,1001,0,0,8,41568,0,833,0,0,7,0,0,3544,0,11,0,123,348,0,59,531,0,0,155,10,0,0,15473,29,0,4191,0,146,946,0,0
414,414,"4/19/21 13:07",1,9,0,0,1,-119.6860301,35.06126718,NA,NA,"AS09SE15","S","S","E",1,"S09","S09SE1","S09SE1","S09","SE","4/19/21 13:07",13,7,13.11666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S901","JTMR011EF",59,0,0,7147,0,0,0,51990,0,988,0,0,57,0,0,389,0,0,0,0,28,0,35,516,0,0,15,0,0,0,3326,0,0,1256,0,6,625,0,0
416,416,"4/19/21 10:20",1,8,1,1,1,-119.6803251,35.05925036,NA,NA,"AS08PN15","S","P","N",1,"S08","S08PN1","S08PN1","S08","PN","4/19/21 10:20",10,20,10.33333333,"Spring",NA,NA,NA,33.13,33.51,33.57,33.07,4,1,"S811","JTMR010AR",902,0,0,9,0,39,19,22139,17,5190,0,190,32,0,0,1892,4,0,0,349,191,7,51,4518,0,0,113,4,0,0,8545,185,0,2154,0,935,1432,0,0
417,417,"4/19/21 10:42",1,8,0,1,1,-119.6803061,35.0592554,NA,NA,"AS08SN15","S","S","N",1,"S08","S08SN1","S08SN1","S08","SN","4/19/21 10:42",10,42,10.7,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S811","JTMR010EB",2047,0,0,69,0,41,0,12036,0,8293,0,2023,1512,0,0,46,21,0,0,1929,0,4,956,3357,0,0,4,16,0,0,6237,271,0,570,0,1756,4530,0,0
418,418,"4/19/21 14:38",1,10,1,0,1,-119.6926353,35.0647591,NA,NA,"AS10PE15","S","P","E",1,"S10","S10PE1","S10PE1","S10","PE","4/19/21 14:38",14,38,14.63333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1001","JTMR010EP",3244,0,0,15,0,14,0,4375,0,11874,0,0,479,0,0,2455,0,39,0,613,2,60,69,797,0,0,0,7,0,0,14198,83,0,253,0,143,1157,0,0
419,419,"4/19/21 15:52",1,7,1,1,1,-119.6555894,35.08361336,NA,NA,"AS07PN15","S","P","N",1,"S07","S07PN1","S07PN1","S07","PN","4/19/21 15:52",15,52,15.86666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S711","JTMR011EU",820,0,0,206,0,0,0,46190,0,116,0,0,0,0,0,1013,0,0,0,0,0,0,7,199,0,0,104,0,0,0,3978,0,2,12233,0,14,564,0,0
420,420,"4/19/21 16:10",1,7,0,1,1,-119.6556631,35.08355597,NA,NA,"AS07SE15","S","S","N",1,"S07","S07SN1","S07SE1","S07","SN","4/19/21 16:10",16,10,16.16666667,"Spring",NA,NA,NA,34.42,36.15,35.67,NA,3,1,"S711","JTMR011EH",2600,0,0,496,0,0,0,34820,0,5130,0,0,68,0,0,3513,3,0,0,0,15,0,682,2591,0,0,35,0,0,0,11105,27,11,638,0,300,2709,0,0
421,421,"4/20/21 8:54",0,1,1,1,1,-119.7464592,35.13335429,NA,NA,"AC01PN15","C","P","N",1,"C01","C01PN1","C01PN1","C01","PN","4/20/21 8:54",8,54,8.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR010U",5441,0,0,74,0,0,0,32101,0,1415,0,0,110,0,0,1242,0,36,6,381,104,19,172,5657,8,0,346,39,0,55,16593,715,0,1309,0,1240,4435,3,0
422,422,"4/20/21 9:19",0,1,0,1,1,-119.7465261,35.13336847,NA,NA,"AC01SN15","C","S","N",1,"C01","C01SN1","C01SN1","C01","SN","4/20/21 9:19",9,19,9.316666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR011FD",5905,0,0,430,0,0,0,30583,0,4085,0,0,916,0,0,2273,0,3,0,0,25,0,1250,1470,0,0,188,0,0,0,6365,6,0,839,0,81,2165,0,0
423,423,"4/20/21 9:36",0,1,1,0,1,-119.7465626,35.13333827,NA,NA,"AC01PE15","C","P","E",1,"C01","C01PE1","C01PE1","C01","PE","4/20/21 9:36",9,36,9.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C101","JTMR010DJ",721,0,0,279,0,0,7,11346,0,8561,0,0,0,0,0,5986,0,22,0,351,1525,0,19,860,90,0,778,0,18,192,18074,56,0,683,0,577,1278,0,109
424,424,"4/20/21 11:58",0,5,1,1,1,-119.7390416,35.12009123,NA,NA,"AC05PN15","C","P","N",1,"C05","C05PN1","C05PN1","C05","PN","4/20/21 11:58",11,58,11.96666667,"Spring",NA,NA,NA,34.1,34.11,34.36,37.6,4,1,"C511","JTMR011H",1846,0,0,181,0,0,0,41726,0,4529,0,0,18,0,0,3084,0,10,0,0,348,0,128,9229,0,0,383,0,0,9,5591,98,0,1339,0,191,3350,0,0
425,425,"4/20/21 12:07",0,5,0,1,1,-119.7390459,35.12011426,NA,NA,"AC05SN15","C","S","N",1,"C05","C05SN1","C05SN1","C05","SN","4/20/21 12:07",12,7,12.11666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C511","JTMR011EB",873,0,4,24,0,0,0,21281,0,8034,0,0,453,0,0,1079,17,8,0,0,77,0,4194,2568,0,0,13,0,0,0,6873,9,0,741,0,156,3683,0,0
426,426,"4/20/21 12:18",0,5,1,0,1,-119.7388057,35.11962447,NA,NA,"AC05PE15","C","P","E",1,"C05","C05PE1","C05PE1","C05","PE","4/20/21 12:18",12,18,12.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR010CC",2813,0,0,31,0,0,0,30914,0,2091,36,0,29,0,0,3478,0,25,0,606,31,5,191,3918,0,0,17,86,0,0,8780,83,0,1339,0,454,1878,0,0
427,427,"4/20/21 12:30",0,5,0,0,1,-119.7387258,35.11962593,NA,NA,"AC05SE15","C","S","E",1,"C05","C05SE1","C05SE1","C05","SE","4/20/21 12:30",12,30,12.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR011EJ",69,0,5,1869,0,0,0,46799,0,1517,0,0,164,0,0,307,0,0,0,0,0,0,876,608,0,0,0,0,0,0,4126,172,0,551,0,6,696,0,0
429,429,"4/20/21 15:06",0,8,1,0,1,-119.7303208,35.11330633,NA,NA,"AC08PE15","C","P","E",1,"C08","C08PE1","C08PE1","C08","PE","4/20/21 15:06",15,6,15.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR011DG",97,0,0,70,3,0,6,18402,0,5400,0,13,11,0,0,1853,0,18,0,0,63,0,156,402,0,0,354,0,0,0,8265,36,0,136,0,149,652,0,0
430,430,"4/20/21 15:12",0,8,0,0,1,-119.7303044,35.11333615,NA,NA,"AC08SE15","C","S","E",1,"C08","C08SE1","C08SE1","C08","SE","4/20/21 15:12",15,12,15.2,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR010M",358,0,17,825,0,0,7,19664,0,7534,4,2,147,0,0,256,0,5,40,298,121,11,720,1034,0,0,8,47,0,0,23397,247,0,408,0,580,2639,0,0
431,431,"4/20/21 16:02",0,7,0,1,1,-119.7328044,35.10881524,NA,NA,"AC07SN15","C","S","N",1,"C07","C07SN1","C07SN1","C07","SN","4/20/21 16:02",16,2,16.03333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C711","JTMR010BZ",3334,0,0,90,0,18,0,31137,0,1102,0,0,482,0,0,1199,0,14,18,503,37,96,1241,1698,0,0,15,5,0,0,3937,121,0,856,0,397,2374,0,0
432,432,"4/20/21 16:26",0,7,1,0,1,-119.7322054,35.10828516,NA,NA,"AC07PE15","C","P","E",1,"C07","C07PE1","C07PE1","C07","PE","4/20/21 16:26",16,26,16.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C701","JTMR011DQ",924,5,0,75,0,0,11,63151,0,3546,0,0,10,0,0,1648,0,12,0,0,3,0,201,367,0,0,25,0,0,0,5975,7,0,1337,0,66,2524,0,0
434,434,"4/20/21 9:33",0,1,0,0,1,-119.7461097,35.13267475,NA,NA,"AC01SE15","C","S","E",1,"C01","C01SE1","C01SE1","C01","SE","4/20/21 9:33",9,33,9.55,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C101","JTMR010A",1126,0,0,913,0,0,3,42432,0,3733,0,0,147,0,0,5161,0,44,18,584,17,17,2307,4513,0,0,970,56,0,0,8862,203,0,904,0,154,12489,0,0
437,437,"4/20/21 13:35",0,6,0,1,1,-119.7484989,35.11545547,NA,NA,"AC06SN15","C","S","N",1,"C06","C06SN1","C06SN1","C06","SN","4/20/21 13:35",13,35,13.58333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR011AW",1502,0,60,161,0,0,0,22814,0,7467,0,0,325,0,0,589,3,48,0,0,64,0,2083,4343,0,0,121,14,0,0,7100,10,0,209,0,104,3124,0,0
438,438,"4/20/21 13:40",0,6,1,1,1,-119.7481216,35.08300489,NA,NA,"AC06PN15","C","P","N",1,"C06","C06PN1","C06PN1","C06","PN","4/20/21 13:40",13,40,13.66666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR010EH",317,0,0,122,0,59,0,25347,0,2831,0,0,2,0,0,2005,0,51,15,159,116,14,77,8589,15,0,144,24,0,0,12280,235,0,1899,0,540,3633,0,0
439,439,"4/20/21 13:55",0,6,0,0,1,-119.7480654,35.11496663,NA,NA,"AC06SE15","C","S","E",1,"C06","C06SE1","C06SE1","C06","SE","4/20/21 13:55",13,55,13.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C601","JTMR010BQ",341,0,0,383,0,0,0,21324,0,5654,0,0,95,0,0,8856,0,77,5,436,23,0,940,2769,0,0,34,20,0,0,21162,213,0,943,0,176,1705,0,0
440,440,"4/20/21 14:46",0,8,1,1,1,-119.7311212,35.11667308,NA,NA,"AC08PN15","C","P","N",1,"C08","C08PN1","C08PN1","C08","PN","4/20/21 14:46",14,46,14.76666667,"Spring",NA,NA,NA,NA,36.89,NA,36.13,2,0,"C811","JTMR010BP",1227,0,0,261,0,8,0,32950,0,6902,0,0,15,0,0,3771,0,30,11,414,0,2,176,7681,25,0,98,7,0,0,19766,213,5,1906,0,1049,1603,0,0
441,441,"4/21/21 8:25",1,6,1,1,1,-119.6600529,35.08097156,NA,NA,"AS06PN15","S","P","N",1,"S06","S06PN1","S06PN1","S06","PN","4/21/21 8:25",8,25,8.416666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S611","JTMR011BE",837,0,0,140,0,0,0,45816,0,4294,0,0,72,0,0,5787,6,3,0,0,46,0,16,3871,5,0,41,0,0,0,9827,30,0,379,0,131,1895,0,0
